Date,Institution,Ticker,Net Tangible Assets,Shareholders Funds,Return on shareholder funds,EBITDA,Return on Total Assets,Liquidity ratio, Shareholders liquidity ratio,Solvency ratio ,Total asset,Year
31/12/2009,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2046403000,2046403000,45.95266559,10545000,45.89276558,5.597903407,,99.86964844,2049074000,2009
31/12/2008,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1209149000,1208293000,-37.14123975,-451228000,-36.81619018,3.573685283, ,99.12482844,1218961000,2008
31/12/2007,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2292632000,2291395000,27.67065478,575646000,27.48953823,2.998989899, ,99.34545622,2306492000,2007
31/12/2006,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1927870000,1925484000,4.300529114,81614000,4.272819356,3.457578458,806.992456,99.35566631,1937971000,2006
31/12/2005,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1867899000,1866199000,44.12444761,-21960000,43.64619155,1.869646381, ,98.91612002,1886648000,2005
31/12/2004,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1058135000,1056164000,18.16876924,-14350000,17.82258222,1.794596635,535.8518519,98.09460387,1076679000,2004
31/12/2023,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1369227000,1297227000,3.913193296,52341000,3.706594662,17.68852459,18.01704167,94.72045925,1369532000,2023
31/12/2022,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1250870000,1250870000,3.85091976,48874000,3.632453335,0.051042788,,94.3269027,1326101000,2022
31/12/2021,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1558973000,1472565000,24.95821916,368458000,23.56120158,5.848618785,17.04199843,94.40257507,1559878000,2021
31/12/2020,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1220773000,1147930000,1.037258369,12208000,0.974383063,3.193338749,15.75896105,93.93831771,1222004000,2020
31/12/2019,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1405800000,1405800000,2.710413999,38454000,2.683926028,0.215943491,,99.02273339,1419674000,2019
31/12/2018,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1171145000,1153736000,3.592676314,41751000,3.538337826,10.64401295,66.27238785,98.48752064,1171454000,2018
31/12/2017,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1444239000,1435642000,2.720942965,39312000,2.704373604,19.80904523,166.9933698,99.39104344,1444438000,2017
31/12/2016,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1220228000,1220228000,2.869873499,35273000,2.787318057,0.086383885,,97.12337697,1256369000,2016
31/12/2015,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1198821000,1191879000,2.798018926,33591000,2.780633537,7.352941176,171.6910112,99.3786536,1199331000,2015
31/12/2014,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1141492000,1107340000,2.345891957,26266000,2.275289239,13.9138756,32.42386976,96.99036788,1141701000,2014
31/12/2013,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,1138125000,1138125000,2.297287205,26631000,2.234154728,0.082584497,,97.25186835,1170286000,2013
31/12/2012,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,814865000,768179000,3.257834437,25566000,3.069010426,3.667244367,16.45416185,94.20400225,815442000,2012
31/12/2011,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,670975000,603091000,3.85679773,23876000,3.458057303,1.646952323,8.884140593,89.66136015,672632000,2011
31/12/2010,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,716789000,716789000,2.44451296,18318000,2.273688691,0.031344586,,93.01193031,770642000,2010
31/12/2009,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,634610000,586922000,30.90444727,160923000,28.5754571,16.02702703,12.30754068,92.46389963,634758000,2009
31/12/2008,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,424115000,424115000,-66.86582649,-314462000,-60.76386583,0.053486734,,90.87432104,466705000,2008
31/12/2007,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,735021000,735021000,-11.51327649,-105093000,-11.50831318,76.88328076,,99.95689057,735338000,2007
31/12/2006,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,833331000,833331000,20.8936185,-10287000,20.89206413, ,,99.99256053,833393000,2006
31/12/2005,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,671174000,671174000,20.13412319,-8483000,20.13229346, ,,99.99091227,671235000,2005
31/12/2004,ABERFORTH SMALLER COMPANIES TRUST PLC,ASL.L,544599000,544599000,22.75839655,-4842000,22.46082919,2.257657658,,98.69249421,551814000,2004
31/12/2023,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1173251000,1115503000,4.081835728,47304000,3.82512284,4.51957233,19.31673824,93.71084716,1190367000,2023
31/12/2022,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1027279000,968346000,6.270899038,61870000,5.778103837,4.285025788,16.43130334,92.14155422,1050933000,2022
31/12/2021,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1619992000,1562739000,3.097382224,49033000,2.870765156,1.963151765,27.29532077,92.68359369,1686101000,2021
31/12/2020,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1384026000,1326433000,2.989672302,40072000,2.659145742,0.8398956,23.03114962,88.94438834,1491306000,2020
31/12/2019,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1195807000,1136453000,4.602566054,53120000,4.166089216,1.678467954,19.14703306,90.51666324,1255518000,2019
31/12/2018,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1386339000,1328254000,3.885175576,52456000,3.689078027,8.560223642,22.86741844,94.95267214,1398859000,2018
31/12/2017,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1314434000,1255559000,3.610981244,46110000,3.316661509,0.964695583,21.32584289,91.84931422,1366977000,2017
31/12/2016,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1176192000,1118424000,3.594075234,40818000,3.377124408,3.213834245,19.36061487,93.96365372,1190273000,2016
31/12/2015,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1120062000,1065419000,2.793736549,30659000,2.587057326,1.697633971,19.49781308,92.60205035,1150535000,2015
31/12/2014,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1010045000,1010045000,3.108178348,32407000,2.85780868,0.478127225,,91.94481008,1098534000,2014
31/12/2013,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,824438000,809438000,3.609912062,30012000,3.240085693,0.275810828,53.96253333,89.75525267,901828000,2013
31/12/2012,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,701942000,684219000,3.662423873,26576000,3.297996249,0.351381235,38.60627433,90.04955088,759825000,2012
31/12/2011,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,606284000,588245000,4.02179364,25250000,3.632488803,0.256571492,32.60962359,90.32011903,651289000,2011
31/12/2010,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,688833000,670443000,3.35613915,23980000,3.062810691,0.285471093,36.45693312,91.25994348,734652000,2010
31/12/2009,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,616626000,598077000,36.47456766,-6114000,32.65697793,0.423821205,32.24308588,89.53355729,667992000,2009
31/12/2008,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,418572000,400289000,-71.04267167,-295024000,-66.52957236,9.416976666,21.89405459,93.64734011,427443000,2008
31/12/2007,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,725304000,706609000,-31.47157763,-252113000,-29.38383804,1.874452555,37.79668361,93.36626965,756814000,2007
31/12/2006,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,1017016000,972944000,24.66914848,-17867000,22.07718742,0.068048349,22.07623888,89.49310689,1087172000,2006
31/12/2005,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,813554000,770593000,36.42337784,-23287000,31.67632537,0.0569766,17.93703592,86.96701747,886075000,2005
31/12/2004,TR PROPERTY INVESTMENT TRUST PLC,TRY.L,542617000,502665000,24.32395333,-5397000,20.3897921,0.040413072,12.58172307,83.82597936,599653000,2004
31/12/2023,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1859429000,1822729000,2.36540923,43632000,2.312670473,5.67920263,49.66564033,97.77041724,1864295000,2023
31/12/2022,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1830384000,1830384000,2.560883399,47045000,2.503537073,0.48257686,,97.76068185,1872311000,2022
31/12/2021,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,2101358000,2064658000,9.563714668,197871000,9.388344091,17.1178361,56.25771117,98.16629224,2103225000,2021
31/12/2020,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1879268000,1842568000,-7.632554131,-140037000,-7.479371698,27.69238187,50.20621253,97.99303836,1880305000,2020
31/12/2019,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1878760000,1878760000,1.871500351,35436000,1.829914398,0.764052839,,97.77793507,1921456000,2019
31/12/2018,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1448490000,1411790000,1.984076952,28251000,1.932148885,14.53016895,38.46839237,97.38275945,1449733000,2018
31/12/2017,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,1201121000,1164421000,2.0905669,24571000,2.024653818,12.76324503,31.72809264,96.84711922,1202329000,2017
31/12/2016,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,936022000,936022000,2.190760474,20725000,2.109510181,0.42943526,,96.29122886,972074000,2016
31/12/2015,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,702690000,673690000,4.449524262,15175000,4.257881968,8.366868381,23.23068966,95.69297114,704012000,2015
31/12/2014,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,655415000,629015000,1.306487127,4194000,1.250949476,2.852555701,23.82632576,95.74908553,656941000,2014
31/12/2013,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,518031000,494931000,4.725103095,11844000,4.504532269,3.84845815,21.42558442,95.33193622,519166000,2013
31/12/2012,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,468912000,468912000,1.240318013,2985000,1.186587642,0.150096548,,95.66801661,490145000,2012
31/12/2011,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,395839000,395839000,2.486111778,9962000,2.358323268,0.339922607,,94.85990491,417288000,2011
31/12/2010,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,254209000,254209000,2.726103324,7061000,2.552655425,0.264401088,,93.63751556,271482000,2010
31/12/2009,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,177618000,177618000,3.013771127,5451000,2.790084333,0.253581461,,92.57784403,191858000,2009
31/12/2008,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,159590000,159590000,2.799674165,4577000,2.620312702,0.18308312,,93.59348793,170514000,2008
31/12/2007,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,127659000,127659000,17.12766041,-945000,15.46847586,0.186445629,,90.31283604,141352000,2007
31/12/2006,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,109784000,109784000,-43.31232238,-52865000,-38.67457238,0.103532093,,89.29230819,122949000,2006
31/12/2005,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,166055000,166055000,6.267200626,-1823000,5.440089492,0.089515586,,86.80254258,191302000,2005
31/12/2004,FINSBURY GROWTH & INCOME TRUST PLC,FGT.L,148978000,148978000,17.72610721,-1558000,15.55314738,0.165513597,,87.74147192,169792000,2004
31/12/2023,WITAN INVESTMENT TRUST PLC,WTAN.L,1719899000,1561665000,2.103139918,35443000,1.814221789,0.292409701,9.861548759,86.26253409,1810363000,2023
31/12/2022,WITAN INVESTMENT TRUST PLC,WTAN.L,1699291000,1541809000,2.287378009,36980000,1.957067379,0.399184365,9.790382393,85.55942094,1802033000,2022
31/12/2021,WITAN INVESTMENT TRUST PLC,WTAN.L,2149787000,1992041000,1.458805316,30492000,1.286903257,0.373152925,12.62815539,88.21624403,2258134000,2021
31/12/2020,WITAN INVESTMENT TRUST PLC,WTAN.L,2082571000,1925208000,1.443324565,29542000,1.257296751,0.368834714,12.23418466,87.11115857,2210059000,2020
31/12/2019,WITAN INVESTMENT TRUST PLC,WTAN.L,2271955000,2051106000,2.721458569,58158000,2.396638009,0.909732066,9.287368292,88.06446793,2329096000,2019
31/12/2018,WITAN INVESTMENT TRUST PLC,WTAN.L,1943898000,1773442000,2.772912788,51332000,2.417036034,0.887315244,10.40410429,87.16595939,2034558000,2018
31/12/2017,WITAN INVESTMENT TRUST PLC,WTAN.L,2150886000,1980521000,2.280208087,47127000,2.024858773,1.020392226,11.62516362,88.80149076,2230279000,2017
31/12/2016,WITAN INVESTMENT TRUST PLC,WTAN.L,1867129000,1726637000,2.574136892,46913000,2.283696026,0.786250664,12.2899311,88.71696114,1946231000,2016
31/12/2015,WITAN INVESTMENT TRUST PLC,WTAN.L,1717722000,1577330000,2.392524075,40222000,2.127798734,1.161044263,11.23518434,88.93531127,1773570000,2015
31/12/2014,WITAN INVESTMENT TRUST PLC,WTAN.L,1551675000,1441247000,2.170550919,33398000,1.948170434,0.988851501,13.0514634,89.75465246,1605763000,2014
31/12/2013,WITAN INVESTMENT TRUST PLC,WTAN.L,1483316000,1372944000,2.249618338,33030000,2.057435806,3.593520953,12.43924184,91.457105,1501189000,2013
31/12/2012,WITAN INVESTMENT TRUST PLC,WTAN.L,1216163000,1105847000,2.651903925,31441000,2.359206626,1.52403095,10.0243573,88.96274873,1243045000,2012
31/12/2011,WITAN INVESTMENT TRUST PLC,WTAN.L,1104612000,994349000,2.750945594,29517000,2.431706595,2.046456576,9.017975205,88.39529945,1124889000,2011
31/12/2010,WITAN INVESTMENT TRUST PLC,WTAN.L,1252011000,1141765000,1.790561105,22490000,1.621033151,6.276855895,10.35652087,90.53213244,1261171000,2010
31/12/2009,WITAN INVESTMENT TRUST PLC,WTAN.L,1132985000,1025374000,20.59375408,-10139000,18.54250728,11.1024055,9.528524036,90.0394712,1138805000,2009
31/12/2008,WITAN INVESTMENT TRUST PLC,WTAN.L,1019334000,881802000,-31.47123731,-305980000,-27.09499661,29.47935405,6.411613297,86.09447524,1024226000,2008
31/12/2007,WITAN INVESTMENT TRUST PLC,WTAN.L,1366213000,1221861000,6.354732658,-7946000,5.661433915,18.02842524,8.464454943,89.09004076,1371490000,2007
31/12/2006,WITAN INVESTMENT TRUST PLC,WTAN.L,1495362000,1351089000,9.957375125,24989000,8.947797586,14.80758874,9.364808384,89.86100728,1503532000,2006
31/12/2005,WITAN INVESTMENT TRUST PLC,WTAN.L,1531665000,1387472000,18.16908738,27075000,16.40642796,18.66858198,9.622325633,90.29858032,1536538000,2005
31/12/2004,WITAN INVESTMENT TRUST PLC,WTAN.L,1453759000,1309475000,9.131293075,-18966000,8.041324332,2.75522433,9.075677137,88.06336918,1486969000,2004
31/12/2023,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1255047000,1135047000,3.395013599,39423000,3.051660853,7.29008822,9.458725,89.88655757,1262755000,2023
31/12/2022,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1259344000,1139344000,3.922959177,46414000,3.543356088,16.87906751,9.494533333,90.32355243,1261403000,2022
31/12/2021,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1195837000,1175837000,12.04086961,149888000,10.90529987,0.776571652,58.79185,90.56903881,1298277000,2021
31/12/2020,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1190854000,1091231000,25.57167089,287174000,23.41870099,58.08595989,10.95360509,91.5806444,1191552000,2020
31/12/2019,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,971856000,872484000,6.081601496,55551000,5.448916091,26.55480869,8.779978263,89.5967303,973790000,2019
31/12/2018,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1481558000,1382437000,4.145433029,59920000,3.787075781,0.381807282,13.94696381,91.3553724,1513252000,2018
31/12/2017,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1498739000,1399869000,4.165461197,60990000,3.770219078,0.223298943,14.15868312,90.51144398,1546621000,2017
31/12/2016,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1633800000,1535181000,3.648429729,58783000,3.205348313,0.141973026,15.56678733,87.85555846,1747392000,2016
31/12/2015,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1490685000,1392317000,3.820897109,55888000,3.385049635,0.099540184,14.15416599,88.59305912,1571587000,2015
31/12/2014,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1474068000,1375951000,3.606596456,53140000,3.253759116,0.245209528,14.0235739,90.21688886,1525159000,2014
31/12/2013,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1325677000,1227811000,3.798711691,52491000,3.244038407,0.15637827,12.54583819,85.39838428,1437745000,2013
31/12/2012,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1335361000,1137746000,3.912208876,50361000,3.296024644,0.629607531,5.757386838,84.24971028,1350445000,2012
31/12/2011,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1179542000,982178000,4.537772176,50419000,3.755769242,1.625717888,4.976480006,82.76680928,1186681000,2011
31/12/2010,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1092729000,893906000,5.165979421,52030000,4.212766656,2.23611515,4.495988895,81.54826632,1096168000,2010
31/12/2009,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1025895000,827325000,28.50222101,-4969000,22.90888848,2.178633975,4.166414866,80.37580114,1029321000,2009
31/12/2008,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,839718000,641400000,-39.17056439,-281949000,-29.72673975,1.046998348,3.234199619,75.89050659,845165000,2008
31/12/2007,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1145038000,945038000,-14.38026831,-168121000,-11.74512798,7.683265442,4.72519,81.67530489,1157067000,2007
31/12/2006,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1401332000,1205227000,9.608480394,-5011000,8.177977143,2.842609582,6.145824941,85.11207608,1416047000,2006
31/12/2005,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1410458000,1214604000,21.93743805,-4425000,18.45789472,2.970254273,6.201578727,84.13878906,1443572000,2005
31/12/2004,THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,EDIN.L,1177373000,981770000,14.1878444,-3995000,11.47080089,3.148003789,5.019197047,80.84949741,1214318000,2004
31/12/2023,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1458423000,1333523000,2.821773603,39005000,2.550376873,2.742679054,10.67672538,90.38205159,1475429000,2023
31/12/2022,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1484946000,1360666000,2.468864512,34939000,2.233433083,3.674429534,10.94839073,90.46397938,1504097000,2022
31/12/2021,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1726067000,1587384000,1.957497367,32110000,1.796317183,10.03946667,11.44613255,91.76600762,1729817000,2021
31/12/2020,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1325803000,1260971000,1.840803635,24126000,1.746833995,27.4101966,19.44982416,94.89518394,1328804000,2020
31/12/2019,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1228032000,1163209000,2.441091842,29306000,2.303685735,22.83260202,17.94438702,94.37112097,1232590000,2019
31/12/2018,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1126410000,1061583000,2.571254438,28213000,2.416045602,12.68456973,16.37563052,93.96369205,1129780000,2018
31/12/2017,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,1142379000,1077563000,2.481803848,27659000,2.321783597,5.29192678,16.62495372,93.55226032,1151830000,2017
31/12/2016,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,991544000,926738000,2.365177645,23146000,2.183904725,4.327968969,14.30018825,92.33575879,1003661000,2016
31/12/2015,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,777428000,712633000,2.829226264,21087000,2.554492978,5.270509791,10.99827147,90.28945515,789276000,2015
31/12/2014,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,693196000,668196000,2.636501865,18302000,2.523708564,2.591282895,26.72784,95.72185772,698060000,2014
31/12/2013,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,678561000,653561000,2.589658808,17511000,2.463756935,3.804596332,26.14244,95.13828336,686959000,2013
31/12/2012,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,551214000,526214000,3.071754077,16842000,2.921423046,3.115014437,21.04856,95.10601997,553292000,2012
31/12/2011,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,521331000,496331000,2.822310112,14714000,2.668724221,3.546015713,19.85324,94.55814973,524895000,2011
31/12/2010,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,526955000,501955000,2.84427887,14961000,2.635095478,1.326193844,20.0782,92.64546827,541802000,2010
31/12/2009,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,473863000,448863000,17.80320499,-2073000,16.83570065,27.29056604,17.95452,94.56556089,474658000,2009
31/12/2008,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,410661000,385661000,-43.757082,-184984000,-40.88726286,17.98646689,15.42644,93.44147506,412730000,2008
31/12/2007,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,596020000,571020000,13.57955939,-3069000,12.9461282,5.523987751,22.8408,95.33540693,598959000,2007
31/12/2006,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,540363000,515363000,19.06520259,-3018000,18.14134946,3.253815261,20.61452,95.1542444,541608000,2006
31/12/2005,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,456974000,430674000,18.72367498,-2493000,16.72820964,0.336922709,16.37543726,89.3425551,482048000,2005
31/12/2004,THE BANKERS INVESTMENT TRUST PLC,BNKR.L,401864000,375564000,9.331032793,-2494000,8.529633686,0.487424883,14.28,91.41146404,410850000,2004
31/12/2023,CAPITAL GEARING TRUST P.L.C.,CGT.L,1060173000,1060173000,1.903179953,20177000,1.885815493,1.653657037,,99.08760813,1069935000,2023
31/12/2022,CAPITAL GEARING TRUST P.L.C.,CGT.L,1259719000,1259719000,1.535659937,19345000,1.519090917,1.576273654,,98.92104889,1273459000,2022
31/12/2021,CAPITAL GEARING TRUST P.L.C.,CGT.L,1049835000,1049835000,0.983297375,10323000,0.975810339,8.193296089,,99.23857868,1057890000,2021
31/12/2020,CAPITAL GEARING TRUST P.L.C.,CGT.L,634046000,634046000,10.10368333,64062000,10.08267663,31.14080242,,99.79208867,635367000,2020
31/12/2019,CAPITAL GEARING TRUST P.L.C.,CGT.L,470059000,470059000,1.355999991,6374000,1.325966391,3.367615291,,97.7851327,480706000,2019
31/12/2018,CAPITAL GEARING TRUST P.L.C.,CGT.L,321928000,321928000,1.14435526,3684000,1.129344251,2.882916569,,98.68825623,326207000,2018
31/12/2017,CAPITAL GEARING TRUST P.L.C.,CGT.L,219554000,219554000,0.921413411,2023000,0.918710263,21.36687307,,99.70663034,220200000,2017
31/12/2016,CAPITAL GEARING TRUST P.L.C.,CGT.L,169445000,169445000,0.42491664,720000,0.422651788,10.70044053,,99.46698913,170353000,2016
31/12/2015,CAPITAL GEARING TRUST P.L.C.,CGT.L,107920000,107920000,0.470719051,508000,0.469132382,30.73972603,,99.66292654,108285000,2015
31/12/2014,CAPITAL GEARING TRUST P.L.C.,CGT.L,96519000,96519000,0.814347434,786000,0.810727179,21.35034803,,99.55544095,96950000,2014
31/12/2013,CAPITAL GEARING TRUST P.L.C.,CGT.L,91312000,91312000,0.348256527,625000,0.34688134,25.75138122,,99.6051225,91674000,2013
31/12/2012,CAPITAL GEARING TRUST P.L.C.,CGT.L,93469000,93469000,0.422600006,395000,0.421122211,9.896341463,,99.65030865,93797000,2012
31/12/2011,CAPITAL GEARING TRUST P.L.C.,CGT.L,84637000,84637000,0.793978993,672000,0.791789893,10.48290598,,99.72428745,84871000,2011
31/12/2010,CAPITAL GEARING TRUST P.L.C.,CGT.L,75550000,75550000,0.935804103,707000,0.933086974,15.13636364,,99.70964762,75770000,2010
31/12/2009,CAPITAL GEARING TRUST P.L.C.,CGT.L,68962000,68962000,14.86035788,-934000,14.81224525,25.55357143,,99.67623508,69186000,2009
31/12/2008,CAPITAL GEARING TRUST P.L.C.,CGT.L,59404000,59404000,0.941014073,-4147000,0.936207272,7.078688525,,99.48918923,59709000,2008
31/12/2007,CAPITAL GEARING TRUST P.L.C.,CGT.L,59432000,59432000,5.463386728,-884000,5.443602468,22.20833333,,99.63787554,59648000,2007
31/12/2006,CAPITAL GEARING TRUST P.L.C.,CGT.L,56576000,56576000,4.9791431,-1590000,4.958983206,17.76086957,,99.59511319,56806000,2006
31/12/2005,CAPITAL GEARING TRUST P.L.C.,CGT.L,54136000,54136000,13.0301463,-820000,12.97979612,6.371428571,,99.61358702,54346000,2005
31/12/2004,CAPITAL GEARING TRUST P.L.C.,CGT.L,46605000,46605000,12.72824804,-673000,12.58432687,2.868667917,,98.86927744,47138000,2004
31/12/2023,AVI GLOBAL TRUST PLC,AGT.L,1172567000,1031018000,1.864176959,20601000,1.605898208,2.145729471,7.283823976,86.14515916,1196838000,2023
31/12/2022,AVI GLOBAL TRUST PLC,AGT.L,1092401000,969508000,1.780387578,18224000,1.56735656,12.93355856,7.889041687,88.03457065,1101281000,2022
31/12/2021,AVI GLOBAL TRUST PLC,AGT.L,1205921000,1133222000,1.372017133,16503000,1.225032324,1.153627312,15.58786228,89.28695523,1269191000,2021
31/12/2020,AVI GLOBAL TRUST PLC,AGT.L,958669000,883605000,1.225094924,11738000,1.082413407,0.9748859,11.77135511,88.35343173,1000080000,2020
31/12/2019,AVI GLOBAL TRUST PLC,AGT.L,1012870000,938941000,2.325172721,22919000,2.081714344,2.116078147,12.70057758,89.52944979,1048751000,2019
31/12/2018,AVI GLOBAL TRUST PLC,AGT.L,1030841000,941680000,1.900539461,19042000,1.732415935,19.23640449,10.5615684,91.15390498,1033066000,2018
31/12/2017,AVI GLOBAL TRUST PLC,AGT.L,974405000,903229000,1.429537803,13909000,1.316399842,4.703347799,12.69007812,92.08569649,980857000,2017
31/12/2016,AVI GLOBAL TRUST PLC,AGT.L,914649000,843973000,1.995206008,17654000,1.825124482,4.546971027,11.94143698,91.4754905,922622000,2016
31/12/2015,AVI GLOBAL TRUST PLC,AGT.L,712485000,697542000,2.506802458,17861000,2.435996918,2.01987997,46.6801847,97.17546394,717817000,2015
31/12/2014,AVI GLOBAL TRUST PLC,AGT.L,841939000,826984000,1.735341917,14720000,1.692330914,1.520534389,55.29816115,97.52146811,848002000,2014
31/12/2013,AVI GLOBAL TRUST PLC,AGT.L,859402000,844455000,2.812583264,25111000,2.755883128,6.37618459,56.4966214,97.98405484,861829000,2013
31/12/2012,AVI GLOBAL TRUST PLC,AGT.L,806173000,791225000,3.27896616,27430000,3.161061339,0.930788245,52.93183035,96.40420744,820737000,2012
31/12/2011,AVI GLOBAL TRUST PLC,AGT.L,762130000,740385000,2.736279098,22375000,2.643559822,2.24532323,34.0485169,96.61148322,766353000,2011
